ID	 sex	CentSize	SF	IF	SP	IP	T	O	LOS	PCS	CS	SyF	STS	POS	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10
127	2	392.2803626	30.03877439	21.57881507	13.99074994	24.37573462	31.04386811	11.12789518	4.342462311	7.164282947	20.32878325	18.2835064	28.50814241	17.08310627	-0.038	0.00359	-0.00896	-0.03861	-0.00174	0.00018	0.00292	0.01981	0.00532	0.02353
128	1	415.6426094	30.11044219	23.5725078	16.42668807	24.15626716	31.40499969	10.32514853	6.458887587	6.165001231	19.12328746	18.65468104	30.79392341	19.55049699	0.00779	0.01797	0.00236	0.00722	0.00047	0.0278	-0.00028	-0.02607	-0.00082	0.01085
129	2	378.246516	30.38829326	23.45341411	16.47841951	21.08553029	29.93890774	8.962794723	4.625990377	7.756584907	21.25447055	20.87864267	31.31305303	17.42524646	-0.0161	-0.00234	-0.04684	-0.0033	0.00025	0.02236	-0.00437	-0.00493	0.00112	0.01343
130	2	393.5790424	32.4137431	23.09357897	15.36583573	22.53311242	30.37094246	11.67387285	7.797634014	7.719250944	20.41430892	19.88153096	29.9012658	17.58264708	-0.01593	0.01064	-0.01141	0.00033	0.00464	-0.00703	0.01396	-0.00119	-0.00572	-0.0096
131	2	399.4577854	28.15540836	23.15894775	18.49900544	24.35921821	31.54870206	11.45275818	8.389383922	7.785161051	19.40904763	17.29081084	29.82887853	19.81663215	-0.04695	-0.00223	0.03121	0.0066	-0.01156	-0.0008	0.02508	-0.04407	-0.00681	0.01197
132	1	412.4030681	29.96646892	22.32147217	15.62955244	23.34042992	30.27872277	10.3234632	5.533118343	7.221332477	20.3802728	19.05051687	30.76561212	16.89697149	-0.0125	-0.00516	-0.01503	-0.00659	-0.01317	0.01721	0.00503	-0.0072	-0.00474	0.00618
133	2	391.1310435	30.20811168	22.5680648	14.91006462	23.92892836	30.94635435	11.55395365	8.427985447	7.290833176	20.06043883	17.22835936	30.89098526	18.46689678	-0.00665	-0.02303	0.0139	0.00526	0.00059	-0.01076	0.0122	-0.00232	0.02026	-0.00587
134	2	404.5570508	31.68073383	23.93106494	14.96721958	22.14553029	30.87911386	9.037687267	6.02916824	6.36119608	18.62629536	18.44797304	29.85648298	15.99474688	0.0026	0.03105	-0.00874	-0.01255	-0.00653	-0.01198	-0.002	0.00934	0.01628	0.03159
135	2	400.5755844	31.59782578	23.67003994	15.74347873	23.43425348	32.12400655	11.66258404	6.284677425	7.488859506	21.42541597	18.22236549	31.16452859	17.19842779	0.00364	0.02267	0.01403	0.00488	-0.00419	0.01423	0.01272	0.01658	0.02061	0.00686
136	1	422.5660825	29.53483687	23.0725635	15.41602509	23.54030743	32.03867273	9.989306467	6.92303811	6.30722809	18.70900222	19.79522318	29.02484262	17.81056482	0.02664	0.0279	-0.00307	0.00108	-0.03062	-0.02056	-0.0004	0.02541	-0.00946	0.00844
137	2	394.5286463	31.52755158	24.33091042	12.0753374	21.29496564	31.71032359	12.64884013	6.042673919	6.813867515	20.34821887	18.59292269	29.99517537	18.43085363	0.01593	-0.02593	-0.02891	0.00163	0.01177	0.01467	0.00066	0.01738	0.0099	-0.00767
138	2	395.3751944	30.51190338	23.27322124	14.60344255	24.12049263	30.94122941	12.37842092	6.034205403	7.715810586	18.86851207	19.42401355	30.45416156	17.37066493	-0.01207	0.00277	0.01096	-0.01919	0.00195	0.02251	-0.0035	-0.01375	-0.01488	-0.01857
139	2	400.1699558	32.49336898	24.66758764	14.74701343	21.4169822	30.64561542	10.56909844	7.580654695	7.784779912	20.17984393	18.36105382	31.37598327	16.45955368	0.01157	0.00229	-0.01043	0.00268	-0.01374	-0.01662	0.00581	0.00173	0.01773	0.0036
140	1	418.9398909	30.25061368	22.71812589	17.48312737	22.64376741	30.11279233	10.22318999	7.677639491	7.031713809	19.9431801	21.24241519	31.36560524	16.43269148	0.005	0.05416	0.00104	-0.00094	-0.014	-0.00541	-0.00039	0.00094	-0.01568	-0.00692
141	1	419.0647491	29.73017919	23.23241791	17.21479956	23.31406078	30.79624211	9.401735087	5.588820365	7.43206322	19.74911329	20.08368982	31.63087198	16.16705323	0.01073	0.03327	-0.01071	-0.01193	-0.01362	0.01702	0.00639	0.0094	-0.00509	0.01975
142	1	426.9934498	30.99576727	23.2791778	14.61831088	23.92553796	31.43757481	9.575070266	5.79022753	6.301663781	18.59154264	20.81385887	30.06529869	16.48443264	0.04533	0.00221	-0.00295	-0.01889	0.01137	0.01668	-0.0282	0.0045	-0.01807	0.00404
143	2	394.7577393	30.05775067	22.74421505	14.74717836	23.26951589	32.05499858	11.8834555	5.308557134	7.452543113	20.43553098	20.36575842	29.19093902	17.76339158	-0.00766	0.00524	-0.02231	-0.02378	0.01026	-0.00585	0.02392	0.00688	0.01114	0.00893
144	2	388.6778304	30.6870402	22.6050383	17.11964609	23.26165765	30.9763714	9.413548509	5.007970387	6.537949729	19.74721802	18.02486862	31.0549764	16.30107152	-0.00137	-0.01026	0.00152	0.00833	-0.0002	-0.00919	0.01176	0.01636	-0.00994	0.02598
145	1	413.6866783	28.68587839	23.46510878	15.0426658	23.71564288	31.52104662	12.33962703	7.539556676	7.213283708	18.54824095	19.56643137	30.94527814	19.69876125	0.02505	0.03625	-0.00568	0.02033	-0.03149	-0.00459	0.01892	-0.01056	0.01759	-0.00576
146	2	401.1659451	30.95839863	24.02562805	13.05931878	22.38600083	30.9411754	12.03496514	8.673903819	7.146952704	20.02968897	19.54947448	29.92277966	18.19040083	-0.00078	-0.01208	-0.0106	-0.0072	-0.00606	-0.0226	0.01823	-0.01365	-0.00624	-0.02369
147	2	386.3380756	29.79259025	23.7010845	15.40921351	22.44654186	30.88729148	12.63260329	6.517101711	6.487230882	18.71182848	17.91017903	29.40266653	18.01171398	-0.03184	0.01712	0.00776	0.00439	0.00044	-0.00663	0.0174	0.00547	0.02457	-0.00014
148	2	393.7275193	30.61006226	22.66845461	15.79956462	21.92714435	29.94863957	11.28695292	7.56096776	7.06463972	20.4902294	18.28271221	31.23028249	16.94658376	0.01233	-0.02756	-0.0023	0.00143	-0.02998	-0.00408	0.0076	-0.01741	0.00094	0.00117
149	1	390.4808295	30.70920414	21.8364212	14.5469789	24.11913779	31.57763153	10.92983405	7.383775757	9.069638067	20.67448364	19.09771794	27.53793805	16.74039777	-0.00548	0.00183	0.00516	-0.01559	-0.01123	-0.01	-0.00171	0.02399	0.01252	-0.00122
150	1	411.2671471	29.87237679	22.39477958	16.17525549	24.48599295	32.39472933	11.11276415	6.089449494	6.212082108	19.27433997	21.10653146	28.91860849	16.80692373	0.03259	0.0042	0.008	-0.01855	-0.00646	0.01209	0.00254	0.0268	-0.01479	-0.01282
151	2	404.4782688	29.97819267	23.33734858	16.00998942	23.13913717	33.08532437	11.66103082	5.74690731	7.184837403	20.25437342	20.1137648	31.72123234	17.8575025	-0.00715	0.02162	-0.00246	-0.00371	0.00442	0.00901	0.01447	0.02634	0.02021	-0.01035
152	1	401.3911185	33.12285002	24.14883745	15.72267784	23.07691951	30.24892911	10.24399333	6.005150349	7.615814554	20.58835848	19.46150203	30.82904773	18.02573453	-0.02814	0.03829	-0.0196	0.05429	-0.01456	-0.00459	0.00128	0.00662	-0.00482	0.00254
153	2	394.2117804	30.81512092	22.31115051	14.97507293	23.97633537	30.48712828	11.07326828	6.294605755	7.415673904	20.13943015	19.34690738	30.33448119	17.65238364	-0.01326	0.01022	-0.0026	-0.00922	0.00098	0.01589	0.00074	-0.00474	0.00156	0.00023
154	2	388.2077916	31.74141701	23.73675788	14.18994429	22.16943179	30.85430418	10.97926857	9.312118056	7.12958721	20.20770175	18.8878758	30.76005311	17.9802318	-0.00139	0.02029	-0.01714	-0.02406	-0.00784	0.00507	-0.00295	-0.00141	0.02731	-0.01291
155	2	384.1358988	31.32923616	23.75254945	15.21979442	22.71193085	31.91651626	10.44149099	6.602215293	7.562286798	19.42275237	18.98452345	30.5651623	17.57628623	0.01373	-0.00013	-0.0032	0.00423	0.02013	0.00848	-0.00397	0.00995	0.00927	-0.00494
156	2	388.7779261	29.24493271	22.60364198	17.20694654	24.24560515	31.47763376	8.907254989	8.238545988	5.565832538	19.67152078	18.47178337	29.88474812	17.51909708	-0.01755	0.00607	0.00967	-0.01474	-0.02551	0.0023	-0.00311	-0.02405	-0.01735	0.01219
157	2	395.1303407	30.07004531	22.09437033	16.29404406	23.29718107	30.77477744	11.27084583	7.656056247	6.551208988	20.35822382	18.64515084	28.2054135	16.15187654	0.00415	0.00217	0.01424	-0.02252	-0.03161	-0.00949	-0.00563	-0.00101	-0.00678	-0.017
158	1	418.8917989	30.80126696	23.31545171	16.01728365	22.57096832	31.25326998	10.07931525	7.745462171	6.707734577	19.83021092	18.17361087	30.64840514	17.93371203	0.03207	-0.01738	-0.00486	-0.00033	-0.00214	0.01379	-0.01358	-0.02164	0.00468	0.00339
159	2	395.2555105	31.56802637	24.49239351	14.94141971	23.07042179	31.88921535	12.83807699	7.921788357	5.29524797	19.05241883	18.69578716	31.7606603	18.6305284	0.04465	0.00662	0.0007	-0.03133	0.01262	0.04343	0.01333	-0.00933	0.0072	-0.01231
160	2	380.2317392	31.84582767	24.10922634	15.73756003	22.0844594	29.64135897	9.592231577	5.749884022	6.836795027	19.51771174	20.33334783	29.91323641	17.91628822	-0.00302	0.017	-0.01585	0.03072	0.00418	-0.00101	-0.00948	-0.00589	0.01367	0.00956
161	1	404.6031077	31.0649487	21.90374609	14.57142835	23.78120099	29.86275351	11.93362504	6.450650671	7.35995125	21.28541401	17.21026602	29.71541103	18.09669384	-0.00847	-0.02937	-0.00165	-0.01129	0.00379	0.03198	-0.01843	0.00528	0.0103	-0.01342
162	2	387.0346196	31.75232745	23.84445528	13.96076739	24.04194632	31.95280048	12.12687881	6.353391518	7.459118165	20.29031097	20.29390598	32.7278056	18.03571522	-0.00947	0.03663	0.00995	0.00172	0.01319	-0.0017	0.00418	0.00267	0.00392	-0.01574
163	2	392.6634918	30.43497444	23.15399239	13.572825	22.46304451	30.43295863	10.08391841	8.002078151	5.546835084	18.96215217	20.39302071	29.13331433	17.37325994	-0.00472	0.00396	-0.0346	-0.00712	0.00385	-0.0238	0.00087	-0.01614	-0.01976	0.00155
164	2	402.4445843	30.7478562	23.56622603	17.58421404	23.14943614	31.42699363	9.576183597	5.724844084	4.848328404	19.43167176	20.37010999	30.14965338	16.37442392	0.02051	0.01694	0.00683	0.01792	0.0257	0.01266	0.00642	-0.00698	-0.01439	0.00907
165	2	386.3984238	30.58779786	23.58989677	15.64764684	23.2195604	31.26669636	12.27769773	7.816638953	6.318852162	20.14781645	17.8037919	30.47792638	17.39652777	-0.00297	-0.01848	0.0091	-0.00681	-0.00409	0.00482	0.027	0.00606	-0.00993	-0.00231
166	1	392.1173441	31.06151658	24.80401452	15.06700534	22.9257175	32.01366608	11.6714992	5.076004925	5.991642688	18.92394342	19.82367593	32.16184435	18.76809057	-0.02227	0.02615	-0.00347	0.00306	0.01492	0.01288	0.02445	-0.00282	-0.02639	-0.0088
167	1	415.4046183	30.91972585	24.4532503	15.83572997	22.65355205	32.06535001	9.257670606	6.692211796	7.473554924	18.38567477	18.13928844	30.04253929	15.60226198	-0.02321	0.01482	0.01865	0.00137	0.03543	-0.01673	0.00463	0.00945	0.017	0.01403
168	2	386.487052	30.90484961	22.03120135	16.35142746	23.88277177	30.72748107	9.541340212	8.185851738	7.288012094	19.59678781	19.66651677	28.49239964	18.19585173	-0.00193	0.01029	0.01197	-0.0045	-0.0081	-0.01353	-0.00116	-0.01245	0.00923	-0.00286
169	2	398.4667416	28.59317532	22.28307856	14.80380851	23.48704761	30.3786111	11.18467769	7.423950443	6.76789088	19.43699748	18.20186609	29.13845943	17.36600736	0.00066	-0.01146	-0.00148	0.00471	-0.04924	-0.01634	0.0008	0.00595	0.0015	0.01038
170	1	401.147389	31.01802948	21.42368241	14.56981237	26.16235094	32.15237434	11.0975265	6.395321668	7.172179416	20.74110148	17.91434445	31.04994603	17.47457547	0.00212	0.01185	0.04125	0.0099	0.00644	0.02048	-0.01808	0.03215	0.00863	0.02192
171	2	391.1050375	31.94301314	22.94281599	14.87875257	24.62313935	31.88731634	8.875734246	6.189029375	7.524572641	21.11049957	18.05056997	29.7156322	17.10557291	-0.0049	-0.0168	0.00718	-0.00705	0.01384	-0.006	-0.01786	0.00274	0.00687	0.02601
172	1	420.3758211	30.86982499	22.55775066	13.37313907	22.69011435	31.48552525	12.89079105	7.416148529	7.596941758	19.31372846	22.11898632	32.00073388	18.08121182	0.01974	0.05912	-0.00396	-0.03618	-0.02702	-0.0056	-0.00146	-0.00227	0.01964	-0.04265
173	2	392.064203	29.20045859	23.29179015	15.12645968	23.41691014	31.45505582	9.517375287	6.192805316	7.248384917	18.8801847	19.73856715	30.65189221	16.84855552	0.05205	-0.06011	-0.01249	-0.00423	0.02236	-0.01662	0.01619	0.00309	-0.01083	-0.00611
174	2	395.1134353	31.54189302	24.02725241	13.8780545	22.90660346	32.67832815	12.27564603	6.290822581	7.725681659	19.50430713	19.04352539	29.8541691	19.00046702	-0.01213	0.01126	-0.00953	-0.00863	-0.00495	0.0053	0.00617	0.00245	0.01206	-0.00854
175	1	421.2180325	30.57198464	23.91670174	16.80887212	21.72971694	30.87355197	9.681324474	6.857601565	6.167672526	18.82149949	20.21489676	30.89756409	16.29248321	-0.00102	0.0298	0.00086	-0.03027	-0.01018	0.00262	-0.02184	-0.00142	-0.01	-0.01671
176	1	385.503915	29.43695977	22.01373024	17.51180853	24.44117068	30.96940318	10.74605393	5.72258378	8.077448696	20.41202504	16.71342587	29.99533041	17.7495635	0.01258	-0.02879	0.02189	0.01907	-0.00677	0.02911	0.00855	0.0176	-0.00414	0.01625
177	1	401.9939637	30.04837937	22.96146746	13.47843154	24.60155908	31.84744754	12.02304582	6.466746158	6.548638176	18.88934735	17.14781079	28.87411298	18.376866	-0.00206	-0.04058	0.01419	-0.01981	0.00741	0.01081	0.0142	-0.0014	-0.00954	0.00035
178	1	410.369604	30.47895553	24.18236605	13.47508377	21.63689519	30.3625542	10.22968667	4.355545141	7.529582359	17.86833677	19.93489033	27.01152609	17.11709418	0.0288	-0.02856	-0.01392	-0.01751	0.02646	-0.01905	-0.00359	0.0238	-0.00076	-0.0028
179	1	419.1431329	30.61256634	21.65674397	16.18337521	25.42966693	31.70462305	10.42262397	8.008257661	7.148570318	20.54828232	19.02587569	29.03918952	17.27613343	-0.00631	-0.00275	0.01559	-0.02259	0.01092	-0.01089	0.01838	-0.01963	-0.01083	0.00414
180	2	384.7288417	30.45613116	23.2478401	13.40383084	23.53607578	31.67443003	13.00409578	4.593225119	7.834706795	20.39657116	17.23068674	29.35876671	18.84845987	-0.03216	-0.02364	0.01407	-0.00329	-0.00237	0.00212	0.00017	0.01787	0.03436	-0.0038
181	1	426.3480663	30.20806829	22.66373085	16.24385511	23.56382361	32.3039067	9.735876624	8.17066546	8.952271677	19.1428373	17.85455198	28.83663835	17.35721994	-0.03716	-0.00183	0.02041	-0.01596	0.0177	-0.00934	-0.01272	-0.00451	0.00267	-0.00649
182	2	385.3530135	30.92199024	22.73592513	17.00270613	24.30378544	31.32803675	11.60264503	6.848164877	8.215860238	19.52093127	19.58037379	29.50108892	18.88992967	0.02149	-0.01789	0.01696	0.05801	0.00565	-0.02465	0.02146	0.02164	-0.00708	-0.01408
183	1	424.2558306	30.71154371	22.41463892	19.03228388	24.1707982	31.43553583	8.500785592	4.835048075	6.729291851	19.67694286	17.63693409	30.27360302	15.45453629	-0.02633	0.02262	0.0273	0.01156	0.00857	0.02215	-0.02935	0.02243	-0.02819	0.0139
184	2	389.8475114	31.76503918	24.13224571	14.43630592	22.60481879	30.68198349	10.5777525	8.906479788	7.090910745	19.38433775	21.23023385	28.66384788	17.29590136	0.05945	-0.00758	-0.00358	0.01348	0.01238	-0.03534	-0.00654	-0.0131	0.00014	-0.00933
185	2	393.8628672	30.54468552	21.70432001	14.45791163	23.76603484	31.9090779	10.74704859	6.46288719	7.804641317	20.10012481	18.27957209	29.94258626	19.41917056	-0.00393	-0.02817	-0.01557	-0.00453	0.01807	0.01329	0.01494	-0.00574	0.02055	0.00331
186	2	411.746238	30.13181738	23.82314339	15.40821822	23.02063789	30.90978597	10.49894895	7.27902695	7.03174204	18.70919304	19.02388381	30.3990812	17.75594477	-0.00812	0.01483	-0.0085	-0.00107	0.01157	0.003	0.0224	0.00386	-0.00883	0.00174
187	2	405.2959075	30.33502942	22.198493	15.87014992	23.64785553	29.96684523	10.33435983	6.051702907	7.26847088	21.22149592	18.19847121	30.77737456	17.44523431	-0.00152	-0.00885	0.00767	0.00519	-0.00009	0.01509	-0.01008	-0.00906	0.00197	0.0146
188	1	407.6372285	31.36438684	23.17717443	15.34605263	22.36903896	30.87978947	11.4321429	8.109138861	7.180316351	19.66779835	18.68146542	29.3020884	17.80618351	0.01372	-0.00048	0.01083	0.02417	-0.01057	-0.01571	-0.02131	-0.00732	0.00142	-0.02181
189	1	412.0591757	30.22506779	22.38356723	15.53149719	23.0456102	31.35546737	10.51915606	6.46247223	7.60463484	19.6017631	19.58728843	29.15205305	17.23020884	0.05007	-0.02278	0.00438	0.00916	-0.00791	-0.01646	-0.00993	-0.00091	0.00687	-0.0122
190	2	410.5202719	30.60540863	22.01825172	15.22654188	25.49192469	32.08100138	11.21932484	3.965275088	7.330151109	20.17345467	21.0831112	31.52022242	17.71581401	0.00927	0.0432	-0.00016	0.00472	0.01413	0.02039	0.00877	0.02931	0.00604	0.01958
191	2	391.7241845	29.56486232	21.77853742	16.15910422	25.14507617	31.78715532	10.74081364	5.995241109	7.068120443	20.80939575	18.78030212	29.79308271	16.84425585	-0.01664	-0.01252	0.00515	-0.03413	-0.01569	0.00049	0.01745	0.01627	-0.01881	0.01347
192	2	400.5255316	31.05346444	23.92714084	14.95845773	22.51892917	31.97973078	10.93714448	5.827435576	6.312487558	19.19834843	20.19893724	30.15160931	18.97993759	0.03401	-0.00259	-0.00774	-0.01919	0.04306	0.02286	0.00329	-0.00976	0.0095	-0.01551
193	2	389.4804441	30.30381748	23.92298926	14.50847326	21.08975731	30.65354288	9.208654705	6.673174906	6.678062798	20.29071595	18.24506851	30.01732541	16.41329035	-0.01331	-0.05375	-0.04115	0.00665	-0.00293	-0.01406	-0.00237	0.00048	-0.00628	0.00155
194	1	407.9540129	29.73333998	22.13135252	15.12030938	24.66874723	31.53533439	10.05096093	5.538823618	6.63213508	20.37497012	19.15194893	30.18148211	17.70591815	-0.02666	-0.00352	0.01037	-0.0245	0.02841	0.00079	0.01427	0.01387	-0.00528	0.02617
195	1	410.8485997	28.97912083	22.13429066	16.02391546	25.67364436	32.1689269	11.07508345	7.289086277	6.529209505	19.38076815	21.21176897	31.24247865	19.13944801	0.05221	0.01181	0.01388	-0.00644	0.00545	0.0171	0.01407	0.00276	-0.00004	0.01086
196	1	408.0866782	30.8691784	21.96248641	16.76166937	25.18204932	32.92327849	10.14476318	7.969429623	7.471840236	19.49132573	18.80271896	29.75435055	17.1136621	-0.02225	0.0215	0.05192	-0.02369	0.0071	-0.00944	-0.02607	0.00353	-0.00797	-0.01693
197	1	420.7574176	29.35529808	23.38509843	15.01019825	23.51631816	31.51188908	10.52291119	6.495289876	7.645068639	18.45500753	19.24608094	30.12642678	17.74554274	-0.0001	0.01919	0.02034	0.00946	-0.01581	-0.01459	-0.00914	-0.00347	0.00326	0.00028
198	2	408.7034442	30.68516841	23.94354278	14.39146705	21.56837991	30.85637364	9.459238197	5.731037902	6.746897784	20.11502527	17.59445074	30.38372228	17.09009707	0.0188	-0.06255	-0.03027	-0.00269	0.00555	-0.00538	-0.00337	0.01352	-0.00454	0.00646
199	2	398.7131082	30.67242882	23.04673414	16.33569061	23.32784954	30.9564848	9.357491876	5.421508134	6.804053256	20.63806396	19.35085391	30.16046975	18.09439912	0.00508	0.00055	-0.00474	0.01687	0.01013	0.00491	0.00092	0.00188	0.00107	0.00522
200	2	389.5787738	29.78517834	22.08250314	15.84568911	25.03977751	32.36112422	11.3213405	6.590085638	7.060755993	19.80377078	19.36248008	28.72168849	18.62594074	-0.02851	-0.0042	0.01724	-0.0378	0.02934	0.01358	0.00553	-0.00963	-0.01768	-0.01008
201	1	395.4238477	29.509013	22.90092712	17.37518256	25.19257668	31.71360754	12.2047765	7.436417887	8.970451073	19.24008806	15.97135533	29.3626307	18.86460928	-0.01603	0.00077	0.04815	0.02819	-0.00797	0.00699	0.03456	0.0092	0.01486	0.00563
202	2	402.0882155	30.75847789	23.74249698	16.51806487	23.97464447	32.59518048	10.05747709	7.377550693	6.472545915	19.17068461	19.73154126	30.3923675	17.37518033	0.00776	0.02739	0.02596	-0.011	0.01564	-0.02551	0.0126	0.00503	0.01945	0.0072
203	1	410.8101864	28.1951001	22.6657103	15.45131838	23.29442413	30.4965108	11.91392364	7.513155612	7.988677878	19.0157015	18.98192054	28.8761193	17.39219679	-0.00296	-0.00817	0.00394	0.0057	-0.002	0.00378	0.01901	0.00123	-0.00508	-0.0057
204	2	403.0186634	30.41211639	23.2747237	14.38940175	22.79840208	31.82958049	12.00493687	6.612975644	7.23329115	20.01768474	21.129239	31.16959302	18.93982078	0.0053	0.03626	-0.01829	-0.00232	0.01478	-0.00202	0.0231	-0.00888	0.02216	-0.01939
205	2	392.6498858	30.9262025	23.61815389	14.89212463	22.52534126	31.28746692	9.46636032	7.684208929	7.266095031	19.75528422	20.67593873	31.86150957	17.17766538	0.02829	-0.00958	-0.00643	-0.00407	0.01422	-0.00654	-0.01682	-0.01032	-0.00344	-0.00665
206	1	417.7892813	30.84120176	21.83797422	14.68639921	24.10137569	31.63914555	11.05488058	4.584700942	6.587612373	19.52098117	21.5930994	30.07149811	16.74143966	-0.02255	0.01453	-0.00065	-0.03655	0.02417	-0.00125	-0.00396	0.01041	-0.00473	-0.019
207	1	427.3250833	29.74359377	21.65376878	15.12289435	24.16950494	30.70883317	10.01914822	7.151132241	7.588409676	20.40871843	21.69553023	29.13584957	17.64727163	-0.00102	-0.0067	-0.00122	-0.01984	-0.00933	0.00277	-0.02109	-0.00712	-0.00451	-0.01851
208	1	427.373624	31.70741463	22.53111894	16.91282605	22.74280468	30.02434061	8.997971227	5.882491124	6.660663679	19.69485766	20.63448146	30.12386124	15.69754225	-0.01361	0.04019	-0.00277	0.00462	0.00746	0.00049	-0.00765	0.009	-0.0104	0.02349
209	2	379.7792909	31.26756271	23.53196915	14.60647683	22.31963974	30.79794118	10.66084571	5.400944182	7.265814334	20.06131043	21.73096455	30.28529814	17.89415396	-0.04884	0.01801	-0.04284	0.03455	0.01674	0.02008	-0.00164	0.008	-0.00242	-0.00239
210	1	411.1486168	30.50627785	22.69696943	14.78532812	24.405625	31.58334564	12.1391624	7.799449091	6.209330991	19.29829371	16.50138874	29.29658806	16.7515302	-0.05229	-0.01495	0.03133	-0.03267	0.00013	-0.00989	0.01655	-0.00351	-0.00657	-0.00249
211	1	404.818531	31.14280101	24.62926352	15.94454911	22.10792548	30.7072222	10.69389668	7.811388455	6.367291401	19.32599182	22.54517093	30.02550166	18.78761697	-0.00853	0.06299	-0.01952	0.00121	-0.00535	-0.01656	0.01177	-0.00936	-0.02033	-0.01673
212	2	399.1606144	29.20271241	22.96781666	16.84804633	23.49422855	31.76670145	10.1133524	8.204308748	6.747959928	19.44317606	19.38029693	30.00650998	16.3198076	0.04073	-0.02896	0.02243	0.00209	-0.02616	-0.02154	-0.00952	0.02106	-0.02067	-0.02625
213	1	398.5459641	29.11681373	20.9252514	15.35957159	24.89072334	31.31666594	9.047729	8.616979897	6.92766067	19.6923872	18.73891998	29.22822545	16.09194204	0.00935	0.00182	0.01277	-0.00499	-0.03646	-0.02607	-0.02255	0.01527	-0.00837	0.01308
214	2	396.5358733	31.34730326	23.03474981	14.18744664	23.56449633	32.1519601	10.69209732	6.883442697	7.345413397	18.72124679	19.20096516	32.95197946	17.54029808	0.02441	0.00623	0.00908	0.01902	0.01453	-0.00943	0.00468	0.01483	0.01955	-0.00099
215	1	410.6469004	31.05346596	23.6294269	14.80458395	24.02202801	31.19565125	9.352075867	8.421147472	6.026562453	19.36663372	17.77456507	30.7155014	16.80179971	0.0111	-0.00292	0.01933	0.0034	0.00647	-0.02923	0.00168	0.01016	0.00183	0.01004
216	2	377.9650448	29.52152062	23.15911509	14.8539385	24.75242732	31.79399733	10.2355803	7.160328132	5.963762678	20.02604064	19.15673836	30.55177389	17.49356009	0.03442	-0.02899	0.01547	-0.01031	0.01531	0.00698	0.00028	0.00937	-0.01095	0.01783
217	1	430.9062703	31.75248958	23.83660497	15.39589499	24.41115892	30.53114684	11.00208212	7.011196792	5.895872013	19.13271484	20.33455035	29.81424279	17.49470151	-0.05179	0.03171	0.01097	0.04186	0.02256	0.00406	-0.02203	0.01817	-0.03508	-0.01673
218	1	401.8208415	31.49540607	23.44391157	14.76291382	23.48020652	31.15321144	10.34957356	6.075968934	7.530631933	19.75840706	18.9334316	31.97075398	16.08477809	-0.02712	0.00688	0.00658	-0.00021	0.01523	0.00231	-0.01413	0.01791	-0.012	-0.00026
